Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2022,David Bell,Purdue,WR,72.88,212,9.25,31.88,,4.68,,33,118,4.57,7.14,
2022,Slade Bolden,Alabama,WR,70.63,193,9.75,29.38,,4.66,,32,116,,,
2022,Treylon Burks,Arkansas,WR,73.88,224,9.75,33.5,,4.55,11,33,122,4.44,7.28,
2022,DaiJean Dixon,Nicholls State (LA),WR,74.63,205,9.5,32.38,,4.62,,34,125,4.42,7.28,
2022,Jahan Dotson,Penn State,WR,70.63,178,9.5,30.75,,4.43,,36,121,,7.28,
2022,Romeo Doubs,Nevada,WR,73.88,201,10,32.25,,,,,,,,
2022,Dontario Drummond,Mississippi,WR,72.88,215,9.25,31.5,,4.65,,34,122,,,
2022,Erik Ezukanma,Texas Tech,WR,73.88,209,9.38,33.5,,,,36.5,126,4.38,,
2022,Ty Fryfogle,Indiana,WR,73.13,209,9.75,30.88,,4.53,12,39,127,4.51,7.26,
2022,Danny Gray,Southern Methodist (TX),WR,71.88,186,9.63,31.88,,4.33,,34,126,,,
2022,Johnny Johnson,Oregon,WR,71.88,197,9.75,30.5,,4.6,,32,121,4.54,7.21,
2022,Josh Johnson,Tulsa (OK),WR,70.5,179,8.63,32.25,,4.66,14,,,,,
2022,Velus Jones,Tennessee,WR,71.75,204,9.75,30.88,,4.31,,33,121,,,
2022,DEriq King,Miami (FL),WR,68.75,196,9.25,28.88,,,,,,,,
2022,Drake London,Southern California,WR,75.88,219,9.38,33,,,,,,,,
2022,Bo Melton,Rutgers,WR,71,189,9,31.25,,4.34,,38,121,,6.98,
2022,John Metchie,Alabama,WR,71.25,187,9.25,30.63,,,,,,,,
2022,Skyy Moore,Western Michigan,WR,69.63,195,10.25,31,,4.41,,34.5,125,4.32,7.13,
2022,Jalen Nailor,Michigan State,WR,71.25,186,9.13,30.25,,4.5,,38,128,4.28,7.03,
2022,Chris Olave,Ohio State,WR,72.38,187,9.5,31.13,,4.39,,32,124,,,
2022,Kyle Philips,UCLA,WR,71.25,189,8.63,29.63,,4.58,,33.5,124,,,
2022,George Pickens,Georgia,WR,75.25,195,8.75,32.38,,4.47,,33,125,,,
2022,Alec Pierce,Cincinnati,WR,75.13,211,9,33,,4.41,,40.5,129,4.28,7.13,
2022,Makai Polk,Mississippi State,WR,75.13,195,9.5,32.25,,4.59,,31,119,4.36,,
2022,Charleston Rambo,Miami (FL),WR,72.63,177,9.75,32,,4.57,,33.5,118,,,
2022,Reggie Roberson,Southern Methodist (TX),WR,71,192,9.5,32.63,,,,29,114,,,
2022,WanDale Robinson,Kentucky,WR,68,178,9,27.63,,4.44,,34.5,118,,,
2022,Justyn Ross,Clemson,WR,75.63,205,9.63,32.13,,,11,,,,,
2022,Braylon Sanders,Mississippi,WR,72.13,194,10,31.5,,4.48,,34.5,121,,,
2022,Khalil Shakir,Boise State,WR,71.88,196,9.5,29,,4.43,,34.5,124,4.21,7.28,
2022,Tyquan Thornton,Baylor,WR,74.38,181,8.25,33.25,,4.28,,36.5,130,,,
2022,Jalen Tolbert,South Alabama,WR,73.63,193,10,32.63,,4.49,,36,123,4.28,7.08,
2022,Tre Turner,Virginia Tech,WR,73.38,184,8.5,30.75,,4.51,,30,113,4.53,7.45,
2022,Christian Watson,North Dakota State,WR,76.13,208,10.13,32.5,,4.36,,38.5,136,,,
2022,Isaiah Weston,Northern Iowa,WR,75.5,214,9.5,32.5,,4.42,20,40,135,,,
2022,Devon Williams,Oregon,WR,77,210,9.88,34.13,,4.65,,33,133,,,
2022,Jameson Williams,Alabama,WR,73.5,179,9.25,32.13,,,,,,,,
2022,Garrett Wilson,Ohio State,WR,71.75,183,9.88,32,,4.38,,36,123,4.36,,
2022,Michael Woods,Oklahoma,WR,73.5,203,9.63,33.25,,4.55,,34.5,125,4.5,7.18,
2021,Jonathan Adams,Arkansas State,WR,74,210,9.875,32.125,,4.63,,37.5,129,4.42,7.15,
2021,Tutu Atwell,Louisville,WR,68.88,155,8.875,29.25,,4.43,,31.5,114,4.13,6.98,
2021,Jhamon Ausbon,Texas A&M,WR,74.38,217,9.875,32.375,,4.76,,31.5,115,4.32,7,
2021,Kawaan Baker,South Alabama,WR,72.5,210,10.75,32.375,,4.49,20,38,126,4.45,7.53,
2021,Rashod Bateman,Minnesota,WR,72.38,190,9.5,33,,4.47,,34.5,120,4.39,7.06,
2021,Tarik Black,Texas,WR,74.75,213,9.75,33.75,,4.58,14,38.5,129,4.3,7.02,
2021,Rico Bussey,Hawaii,WR,72.38,186,10.125,33,,4.54,12,37,121,4.3,7.32,
2021,Jalen Camp,Georgia Tech,WR,73.88,226,9.625,33.75,,4.52,28,38,122,4.18,7.11,
2021,JaMarr Chase,Louisiana State,WR,72.38,201,9.625,30.75,,4.38,,39.5,129,4.03,7.07,
2021,Nico Collins,Michigan,WR,76.13,215,9.375,34.125,,4.49,13,36,122,4.36,6.9,
2021,Donnie Corley,Texas Southern,WR,73.75,195,9.25,32.375,,4.63,12,32.5,120,4.33,6.94,
2021,Damonte Coxie,Memphis,WR,74.13,198,8.75,33.25,,4.81,3,29,119,4.49,7.03,
2021,Frank Darby,Arizona State,WR,72,201,9.625,31.375,,4.65,18,33,114,4.27,7.26,
2021,Jaelon Darden,North Texas,WR,67.63,174,8.75,30.625,,4.5,10,34,119,4.14,6.78,
2021,DWayne Eskridge,Western Michigan,WR,68.75,190,9,30.125,,4.44,,33.5,121,4.31,7.06,
2021,Dez Fitzpatrick,Louisville,WR,73.75,208,9.625,32.75,,4.53,,33.5,97,4.29,7.17,
2021,Bailey Gaither,San Jose State,WR,72,188,9.25,31,,4.52,8,29.5,118,4.43,7.18,
2021,Trevon Grimes,Florida,WR,76,220,9.625,31.375,,4.54,14,33.5,115,4.3,7.11,
2021,Adrian Hardy,Louisiana Tech,WR,73,205,9.375,32,,4.65,11,36,121,4.54,7.07,
2021,Jacob Harris,Central Florida,WR,77,219,9.5,33.75,,4.47,14,39,130,4.35,6.62,
2021,Damon Hazelton,Missouri,WR,74.75,206,9.875,33.375,,4.68,,36,117,4.36,7.22,
2021,Josh Imatorbhebhe,Illinois,WR,72.88,218,9.25,32.375,,4.57,23,45,131,4.42,7.21,
2021,Warren Jackson,Colorado State,WR,78,219,9.375,33.5,,4.76,10,32,120,4.55,7.82,
2021,Terrell Jana,Virginia,WR,71.13,195,9.125,31.75,,4.73,16,30.5,107,4.17,7.16,
2021,Cade Johnson,South Dakota State,WR,70.63,184,9.375,29.25,,4.55,10,33.5,111,,,
2021,Tim Jones,Southern Mississippi,WR,72.75,203,9.5,31.375,,4.51,16,38.5,121,4.18,7.13,
2021,Branden Mack,Temple,WR,77,217,9.25,32.125,,4.7,10,29.5,112,4.41,7.24,
2021,Terrace Marshall,Louisiana State,WR,74.5,205,9.5,32.75,,4.44,18,37.5,122,,,
2021,Khalil McClain,Troy (AL),WR,74.88,214,9.625,31.875,,4.74,14,30.5,111,4.54,7.83,
2021,Racey McMath,Louisiana State,WR,74.5,211,8.875,32,,4.43,,32.5,122,4.44,7.48,
2021,Osirus Mitchell,Mississippi State,WR,77,206,10.875,34.375,,4.65,11,34,125,4.38,7.23,
2021,Elijah Moore,Mississippi,WR,69.5,178,9.375,30.125,,4.39,16,34.5,118,4.04,6.78,
2021,Rondale Moore,Purdue,WR,67,181,8.75,28.25,,4.36,,41,123,4.14,6.79,
2021,Dazz Newsome,North Carolina,WR,70.13,190,9,29.875,,4.63,11,32.5,118,4.43,7.5,
2021,Tre Nixon,Central Florida,WR,72.13,187,9.125,31.75,,4.48,17,34,122,4.29,6.92,
2021,Antonio Nunn,Buffalo,WR,71,204,8.875,31,,4.54,14,32,117,4.36,7.23,
2021,Josh Palmer,Tennessee,WR,73.25,210,9.625,33,,4.56,,32.5,121,4.28,7.09,
2021,Whop Philyor,Indiana,WR,69.63,184,9.25,30.625,,4.62,13,29.5,117,4.42,7.31,
2021,Cornell Powell,Clemson,WR,72.25,204,10,32.75,,4.57,15,35,125,4.25,7.14,
2021,Blake Proehl,East Carolina (NC),WR,73.88,186,9,31.5,,4.51,11,34.5,123,4.24,7.11,
2021,Amari Rodgers,Clemson,WR,69.5,212,9.5,30.375,,4.56,18,31.5,118,4.35,7.18,
2021,T.J. Simmons,West Virginia,WR,73.38,208,9.375,32,,4.63,12,30.5,117,4.59,7.33,
2021,Bennett Skowronek,Notre Dame,WR,74.88,220,10.125,33.25,,,12,,115,,,
2021,Brandon Smith,Iowa,WR,73.38,218,9.375,34.25,,4.68,20,37.5,127,,,
2021,DeVonta Smith,Alabama,WR,72.25,170,9.25,31.875,,,,,128,,,
2021,Shi Smith,South Carolina,WR,69.5,186,9.75,31.875,,4.5,,34.5,120,4.26,6.9,
2021,Ihmir Smith-Marsette,Iowa,WR,72.75,181,9.75,30.75,,4.54,9,35.5,121,4.27,7.17,
2021,Amon-Ra St. Brown,Southern California,WR,71.5,197,9.125,30.375,,4.65,19,37,124,4.3,7.01,
2021,Marquez Stevenson,Houston,WR,70.13,180,8.625,31.5,,4.52,,31.5,119,4.25,6.97,
2021,Dillon Stoner,Oklahoma State,WR,72.13,194,9,30.875,,4.61,15,35.5,120,4.22,7.06,
2021,Eli Stove,Auburn,WR,71.38,194,9.125,32.125,,4.58,13,29,116,4.44,7.45,
2021,Mike Strachan,Charleston (WV),WR,77.38,226,10,34.25,,4.58,19,33.5,124,4.4,7.07,
2021,Sage Surratt,Wake Forest,WR,74.5,209,9,32.25,,4.74,,,112,4.29,,
2021,Kadarius Toney,Florida,WR,71.63,193,9.25,31.25,,4.42,8,38,133,4.27,6.99,
2021,Austin Trammell,Rice (TX),WR,70.13,181,9.5,28.125,,4.66,20,38.5,121,4.15,6.86,
2021,T.J. Vasher,Texas Tech,WR,77.63,203,10.25,35.625,,,,35.5,118,,,
2021,Tyler Vaughns,Southern California,WR,74,184,9.5,32.875,,4.73,6,30,117,4.44,7.26,
2021,Jaylen Waddle,Alabama,WR,69.5,180,9.125,30.375,,,,,119,,,
2021,Tylan Wallace,Oklahoma State,WR,71.38,194,9.75,30.375,,4.54,10,31.5,109,4.29,7.08,
2021,Austin Watkins,Alabama-Birmingham,WR,73.5,209,9.625,31.75,,4.6,17,,130,,,
2021,Marlon Williams,Central Florida,WR,71.25,209,8.875,31,,4.7,13,32,116,4.61,,
2021,Seth Williams,Auburn,WR,75,211,9.875,33.5,,4.53,11,35.5,121,4.47,7.31,
2020,Brandon Aiyuk,Arizona State,WR,71.63,205,9.75,33.5,,4.5,11,40,128,,,
2020,Omar Bayless,Arkansas State,WR,72.75,212,9,31.88,,4.62,11,36,123,4.5,7.35,
2020,Lawrence Cager,Georgia,WR,76.75,220,8.88,33.38,,,,,,,,
2020,Marquez Callaway,Tennessee,WR,73.25,205,9.38,32.38,,4.55,,38,126,,,
2020,Quintez Cephus,Wisconsin,WR,72.88,202,8.75,32.13,,4.73,23,38.5,124,4.33,7.2,
2020,Chase Claypool,Notre Dame,WR,76.25,238,9.88,32.5,,4.42,19,40.5,126,,,
2020,Tyrie Cleveland,Florida,WR,74,205,9.13,32.88,,4.46,13,39.5,126,,,
2020,Isaiah Coulter,Rhode Island,WR,73.88,198,9,31.75,,4.45,,36,121,4.62,7.28,
2020,Gabriel Davis,Central Florida,WR,74,216,9.25,32.25,,4.54,14,35,124,4.59,7.08,
2020,Quartney Davis,Texas A&M,WR,73.25,201,9.5,31.38,,4.54,,35.5,,,,
2020,Devin Duvernay,Texas,WR,70.5,200,9.5,30.63,,4.39,,35.5,123,4.2,7.13,
2020,Bryan Edwards,South Carolina,WR,74.75,212,9.5,32.25,,,,,,,,
2020,Chris Finke,Notre Dame,WR,70,184,9,29,,4.57,7,40,,,,
2020,Aaron Fuller,Washington,WR,70.75,188,8.88,29.75,,4.59,,34,118,,7.14,
2020,Antonio Gandy-Golden,Liberty (VA),WR,76,223,9.63,31.75,,4.6,22,36,127,4.55,7.33,
2020,Stephen Guidry,Mississippi State,WR,76,200,9.13,32.75,,4.47,,34,125,4.46,7.31,
2020,K.J. Hamler,Penn State,WR,68.63,178,9.38,30.75,,,15,,,,,
2020,Tee Higgins,Clemson,WR,75.63,216,9.25,34.13,,4.63,,29.5,7,4.57,,
2020,John Hightower,Boise State,WR,73.5,189,9.75,31.5,,4.43,,38.5,122,4.21,7.07,
2020,K.J. Hill,Ohio State,WR,71.88,196,9.25,29.13,,4.6,17,32.5,114,,,
2020,Isaiah Hodgins,Oregon State,WR,75.63,210,9.88,33.13,,4.61,9,36.5,124,4.12,7.01,
2020,Trishton Jackson,Syracuse,WR,72.75,197,9.75,32.38,,4.5,,36,117,,,
2020,Justin Jefferson,Louisiana State,WR,73.25,202,9.13,33,,4.43,,37.5,126,,,
2020,Van Jefferson,Florida,WR,73.5,200,9.13,32.75,,,,,,,,
2020,Jauan Jennings,Tennessee,WR,75.13,215,9,31.63,,4.72,,29,119,,,
2020,Jerry Jeudy,Alabama,WR,73,193,9.5,32.13,,4.45,,35,120,4.53,,
2020,Collin Johnson,Texas,WR,77.63,222,9,31.75,,,17,,,,,
2020,Juwan Johnson,Oregon,WR,76,230,10.5,34.25,,4.58,14,33,124,4.37,6.94,
2020,Tyler Johnson,Minnesota,WR,73.38,206,9,30.88,,,,,,,,
2020,Tony Jones,Notre Dame,WR,71,224,9.5,30.63,,4.68,13,32.5,119,4.21,7.18,
2020,Cedarian Lamb,Oklahoma,WR,73.63,198,9.25,32.25,,4.5,11,34.5,124,,,
2020,Kalija Lipscomb,Vanderbilt,WR,71.88,207,9.38,32.88,,4.57,16,32,127,,,
2020,Austin Mack,Ohio State,WR,73.5,208,10,33.63,,4.59,,31.5,117,4.42,,
2020,Denzel Mims,Baylor,WR,74.88,207,9.38,33.88,,4.38,16,38.5,131,4.43,6.66,
2020,Darnell Mooney,Tulane (LA),WR,70,176,9.63,30.88,,4.38,9,37,124,,,
2020,K.J. Osborn,Miami (FL),WR,72,206,9.13,31.25,,4.48,18,37.5,123,4.35,7,
2020,Aaron Parker,Rhode Island,WR,73.63,209,9.13,31.13,,4.57,12,26.5,112,4.23,6.94,
2020,Dezmon Patmon,Washington State,WR,76,228,10.25,32.75,,4.48,15,36,132,4.38,7.28,
2020,Donovan Peoples-Jones,Michigan,WR,73.63,212,10.13,33.5,,4.48,,44.5,139,,,
2020,Michael Pittman,Southern California,WR,76,223,9.25,32.5,,4.52,13,36.5,121,4.14,6.96,
2020,James Proche,Southern Methodist (TX),WR,70.63,201,9.63,29.75,,,20,34.5,,4.4,7.27,
2020,Jalen Reagor,Texas Christian,WR,70.63,206,9.5,31.38,,4.47,17,42,138,4.46,7.31,
2020,Kendrick Rogers,Texas A&M,WR,76,204,9.13,33.13,,4.51,17,35.5,124,4.48,7.13,
2020,Henry Ruggs,Alabama,WR,71,188,10.13,30.5,,4.27,,42,131,,,
2020,Laviska Shenault,Colorado,WR,72.63,227,9,31.88,,4.58,17,,,,,
2020,Darrell Stewart,Michigan State,WR,74,216,9.63,32,,,15,35,117,,,
2020,Freddie Swain,Florida,WR,72,199,9,30.63,,4.46,16,36.5,124,4.26,7.05,
2020,Jeff Thomas,Miami (FL),WR,68.88,170,8.38,30.38,,4.45,,36.5,125,,,
2020,Binjimen Victor,Ohio State,WR,75.75,198,9.63,34.13,,4.6,9,35,128,,7.1,
2020,Quez Watkins,Southern Mississippi,WR,72.13,185,9,32.88,,4.35,,36.5,125,4.36,7.28,
2020,Cody White,Michigan State,WR,75,215,10,32.5,,4.66,,35.5,120,4.52,7.19,
2019,J.J. Arcega-Whiteside,Stanford,WR,74,225,9.5,33.25,,4.54,,32.5,116,4.45,7.34,
2019,Jaelan Austin,Texas Christian,WR,71.75,194,10,31.75,,,3,,,,,
2019,Alex Bachman,Wake Forest,WR,71.38,195,9.5,30.875,,4.51,16,31.5,124,4.32,6.82,
2019,Miles Boykin,Notre Dame,WR,75.75,220,9.88,33.5,,4.42,12,43.5,140,4.07,6.77,
2019,Tyre Brady,Marshall (WV),WR,74.88,211,9.75,33.63,,4.8,12,32,117,4.25,7.35,
2019,A.J. Brown,Mississippi,WR,72.5,226,9.75,32.88,,4.49,19,36.5,120,4.29,7.11,
2019,Marquise Brown,Oklahoma,WR,69.38,166,9,30.5,,,,,,,,
2019,Shun Brown,Arizona,WR,68.25,185,9,29.75,,4.76,,,111,4.34,7.17,
2019,Emmanuel Butler,Northern Arizona,WR,75,217,10.13,33,,4.79,11,36,115,4.22,7.52,
2019,Hakeem Butler,Iowa State,WR,77.63,227,10.75,35.25,,4.48,18,36,128,4.2,7.2,
2019,Parris Campbell,Ohio State,WR,71.88,205,9.5,32.25,,4.31,11,40,135,4.03,,
2019,Juston Christian,Marist,WR,71.63,196,9.5,31.5,,4.53,15,34.5,123,4.54,7.43,
2019,Jamal Custis,Syracuse,WR,76.13,214,10.88,33.88,,4.5,,34.5,124,4.5,7.34,
2019,Felton Davis,Michigan State,WR,75.5,211,10.25,32.75,,,21,,,,,
2019,Ryan Davis,Auburn,WR,69.88,189,9.25,30.88,,4.67,12,35,124,4.23,7.09,
2019,Jakari Dillard,Central Arkansas,WR,75.25,210,,,,,,,,,,
2019,Johnnie Dixon,Ohio State,WR,70.38,201,9.63,30.25,,4.41,16,37.5,120,4.43,7.49,
2019,Greg Dortch,Wake Forest,WR,67.13,173,9.25,29.25,,4.63,,31.5,106,4.12,7,
2019,Keelan Doss,UC-Davis,WR,74.75,211,9.5,31.75,,4.6,8,34.5,121,,,
2019,Ashton Dulin,Malone (OH),WR,73.38,215,9,33.38,,4.43,13,38,121,4.22,7,
2019,Jovon Durante,Florida Atlantic,WR,71.13,160,8.75,31.13,,4.55,,31.5,120,4.31,7,
2019,Tony Ellison,Arizona,WR,71,181,8.75,29.75,,4.72,1,28.5,120,4.24,6.88,
2019,Jazz Ferguson,Northwestern State (LA),WR,76.75,227,9.25,34.25,,4.45,8,37,123,4.59,7.25,
2019,Travis Fulgham,Old Dominion (VA),WR,74.38,215,9.5,33.75,,4.58,15,36.5,126,4.26,6.95,
2019,Terry Godwin,Georgia,WR,71.5,184,9.38,30,,4.55,,36.5,117,4.22,6.96,
2019,Marcus Green,Louisiana-Monroe,WR,67.88,190,9,30.75,,4.45,13,35.5,121,4.45,6.99,
2019,Jalen Greene,Utah State,WR,73.88,205,9.75,31.25,,4.71,15,30.5,119,4.5,7.2,
2019,Jalen Guyton,North Texas,WR,72.88,212,9.25,32,,4.43,12,36,122,4.13,7.01,
2019,Emanuel Hall,Missouri,WR,73.88,201,9.75,33.25,,4.39,15,43.5,141,,,
2019,Mecole Hardman,Georgia,WR,70.25,187,9,30.25,,4.33,17,36.5,119,4.29,6.86,
2019,Kelvin Harmon,North Carolina State,WR,74.13,221,9.5,32.5,,4.6,18,32.5,117,4.32,7.15,
2019,Treon Harris,Tennessee State,WR,71.13,196,8.63,29.875,,4.7,,28,114,4.59,7.39,
2019,N'Keal Harry,Arizona State,WR,74.88,228,9.5,33,,4.53,27,38.5,122,4.32,7.16,
2019,Penny Hart,Georgia State,WR,68,180,9.13,31,,4.67,17,32,108,4.79,7.75,
2019,Jerrod Heard,Texas,WR,73.13,201,8.88,31.875,,4.59,18,33,113,4.48,7.27,
2019,Corey Holmes,Morgan State (MD),WR,73.13,183,9.25,32.75,,4.58,11,37,130,4.12,7.45,
2019,Lil'Jordan Humphrey,Texas,WR,75.63,210,9.5,32.75,,4.75,13,33.5,119,4.29,7.09,
2019,Jalen Hurd,Baylor,WR,76.63,226,10.25,32,,4.68,23,34,121,4.19,,
2019,Trenton Irwin,Stanford,WR,73.5,204,8.88,31.125,,,,,,,,
2019,Andy Isabella,Massachusetts,WR,68.75,188,8.38,29.75,,4.31,15,36.5,121,4.15,6.95,
2019,Taivon Jacobs,Maryland,WR,69.75,170,8,28.875,,4.68,12,37.5,120,,,
2019,Gary Jennings,West Virginia,WR,73,214,9.63,32.5,,4.42,20,37,127,4.15,7.32,
2019,Anthony Johnson,Buffalo,WR,73.88,209,9.38,31.38,,4.59,18,32.5,122,,7.12,
2019,Diontae Johnson,Toledo,WR,70.5,183,9,30.75,,4.53,15,33.5,123,4.45,7.09,
2019,JonVea Johnson,Toledo,WR,70.75,188,8.88,31.375,,4.44,11,33.5,125,4.21,6.79,
2019,KeeSean Johnson,Frenso State (CA),WR,73.13,201,9.5,32,,4.6,14,30,117,4.23,7.28,
2019,Olabisi Johnson,Colorado State,WR,72.5,204,10.38,30.75,,4.51,14,38,124,4.16,6.88,
2019,Tyron Johnson,Oklahoma State,WR,72.88,193,9.25,30.875,,4.4,15,28.5,113,4.44,7.18,
2019,Derek Kief,Alabama,WR,76.5,204,8.88,32.625,,4.76,,33.5,122,4.36,7.18,
2019,Damarkus Lodge,Mississippi,WR,73.88,202,9.5,33.125,,4.55,11,33.5,119,4.53,7.06,
2019,Terry McLaurin,Ohio State,WR,72.13,208,9.13,31.5,,4.35,18,37.5,125,4.15,7.01,
2019,D.K. Metcalf,Mississippi,WR,75.38,228,9.88,34.875,,4.33,27,40.5,134,4.5,7.38,
2019,Jakobi Meyers,North Carolina State,WR,73.63,203,9.5,32,,4.63,13,37,118,4.23,7.07,
2019,Scott Miller,Bowling Green (OH),WR,69.13,174,8.75,29.25,,4.4,14,32.5,120,4.06,7.08,
2019,Dillon Mitchell,Oregon,WR,73.25,197,9,31.5,,4.46,12,36.5,122,4.29,7.04,
2019,Stanley Morgan,Nebraska,WR,72,202,9.88,32.375,,4.53,14,38.5,125,4.13,6.78,
2019,Nyqwan Murray,Florida State,WR,70.25,193,9,30.625,,4.63,8,34,113,4.4,7.2,
2019,Flynn Nagel,Northwestern,WR,71.25,188,8.38,29.25,,4.77,10,27,99,4.25,7.06,
2019,Kyrion Parker,Central Missouri,WR,74.75,207,10.25,33.25,,4.6,8,35.5,123,4.5,7.31,
2019,Tristan Payton,Central Florida,WR,71.63,197,8.25,31.5,,4.63,10,31,113,4.38,7.01,
2019,Michiah Quick,Frenso State (CA),WR,70.5,178,,,,,,,,,,
2019,T.J. Rahming,Duke,WR,68.25,163,8.63,29.125,,4.68,,30.5,111,4.67,6.99,
2019,Anthony Ratliff-Williams,North Carolina,WR,72.25,205,9.5,30.75,,4.61,13,33.5,123,4.42,7.01,
2019,Hunter Renfrow,Clemson,WR,70.5,180,7.88,29,,4.59,7,35,116,4.19,6.8,
2019,A.J. Richardson,Boise State,WR,71.38,202,9.5,30.125,,4.66,10,32,107,4.48,7.23,
2019,Riley Ridley,Georgia,WR,73.25,194,10.25,32.625,,4.58,13,30.5,124,4.28,7.22,
2019,Deebo Samuel,South Carolina,WR,71.25,214,10,31.375,,4.48,15,39,122,4.14,7.03,
2019,David Sills,West Virginia,WR,75.25,211,9,32,,4.57,14,37.5,117,4.28,6.97,
2019,Raelon Singleton,Houston,WR,74.88,208,10,32.125,,4.58,,36,128,4.54,7.12,
2019,Darius Slayton,Auburn,WR,73,190,10,32.75,,4.39,11,40.5,135,4.15,7,
2019,Jaylen Smith,Louisville,WR,74.25,213,9.25,32.75,,4.47,14,34.5,122,4.48,7.55,
2019,Jeff Smith,Boston College,WR,72,191,9,31.5,,4.4,14,35,124,4.1,6.98,
2019,TJ Smith,Lenoir-Rhyne,WR,69.5,174,8.75,31,,4.61,15,34,120,4.43,7.11,
2019,Dredrick Snelson,Central Florida,WR,71.38,189,8.75,30.625,,4.59,9,29,113,4.43,7.38,
2019,Jayson Stanley,Georgia,WR,73.63,209,8.5,33,,4.5,11,33.5,123,4.38,7.25,
2019,Brad Stewart,Georgia Tech,WR,72.75,186,8.63,30.25,,4.7,9,33.5,116,4.24,7.14,
2019,DeAndre Thompkins,Penn State,WR,71.25,192,9.75,31.5,,4.38,12,32.5,123,4.3,7.13,
2019,Cody Thompson,Toledo,WR,73.5,205,9.38,31,,4.57,19,38.5,119,4.03,6.87,
2019,Trevion Thompson,Clemson,WR,74,197,9.25,32,,4.56,,34.5,119,4.36,6.93,
2019,Kavontae Turpin,Texas Christian,WR,68.88,158,7.75,29.625,,4.54,1,38.5,126,4.29,6.76,
2019,John Ursua,Hawaii,WR,69.13,178,9.25,29.875,,4.6,16,35.5,117,4.2,6.88,
2019,Jamarius Way,South Alabama,WR,75.5,215,10.25,33,,4.63,16,32.5,119,4.66,7.55,
2019,Moe Ways,California,WR,75.13,218,9.88,32,,4.67,17,33.5,114,4.43,7.39,
2019,Alex Wesley,Northern Colorado,WR,71.88,190,9,31.25,,4.45,13,38.5,125,4.44,7.4,
2019,Antoine Wesley,Texas Tech,WR,76.13,206,9.75,34,,4.72,6,37,117,4.26,7.07,
2019,Vic Wharton,California,WR,70.63,193,9.5,29.75,,4.69,10,27.5,103,4.42,7.37,
2019,Reggie White,Monmouth (NJ),WR,74,208,8.5,32.5,,4.56,9,35.5,117,4.11,6.92,
2019,Preston Williams,Colorado State,WR,76.25,211,9.13,33,,4.65,,30,113,4.39,7.22,
2019,Juwann Winfree,Colorado,WR,73.13,210,9.75,31.5,,4.57,15,31.5,122,4.29,7.08,
2018,Deontez Alexander,Franklin,WR,73.25,196,8.63,32,,4.39,14,36,127,4.12,7.02,
2018,Marcell Ateman,Oklahoma State,WR,76.5,216,9.88,32.88,,4.62,13,34,121,4.25,7.07,11.94
2018,Cameron Batson,Texas Tech,WR,68.25,175,9,28.875,,4.39,13,37.5,121,4.04,6.8,
2018,Braxton Berrios,Miami (FL),WR,68.63,184,9.25,28,,4.48,11,34.5,107,4.22,6.83,
2018,Saeed Blacknall,Penn State,WR,74,208,9.88,33.375,,4.41,23,31,124,4.23,6.88,
2018,Deontay Burnett,Southern California,WR,71.63,186,8.63,31.5,,,,,,,,
2018,Deon Cain,Clemson,WR,73.88,202,8.75,33,,4.43,11,33.5,115,4.37,6.71,11.78
2018,Antonio Callaway,Florida,WR,70.63,200,9.5,31.5,,4.41,6,34,121,4.37,7.11,
2018,Dylan Cantrell,Texas Tech,WR,74.88,226,9.25,31.38,,4.59,18,38.5,130,4.03,6.56,10.85
2018,Darren Carrington,Utah,WR,74.25,199,10.38,32.75,,4.82,8,36,120,4.55,7.07,
2018,D.J. Chark,Louisiana State,WR,74.88,199,9.25,32.38,,4.34,16,40,129,,,
2018,James Clark,Virginia Tech,WR,69,180,8.88,29.875,,4.53,5,35,120,4.35,7.43,
2018,Simmie Cobbs,Indiana,WR,75.13,220,9.25,32,,4.64,11,30,113,4.32,6.7,11.2
2018,Keke Coutee,Texas Tech,WR,69.75,181,8.38,29.88,,4.43,14,34.5,113,4.15,6.93,
2018,Jawill Davis,Bethune-Cookman (FL),WR,72.88,191,9,32.5,,4.42,13,37.5,120,4.6,7.63,
2018,John Diarse,Texas Christian,WR,71.38,211,9.75,33.625,,4.62,13,32,118,4.44,7.3,
2018,Armanti Foreman,Texas,WR,71.75,205,10,32,,4.62,16,33.5,117,4.32,7.34,
2018,Robert Foster,Alabama,WR,73.63,196,9.25,32.13,,4.41,,31,116,4.2,6.9,11.9
2018,Daurice Fountain,Northern Iowa,WR,73.5,206,10.13,34,,4.55,13,41,131,4.33,7.13,
2018,Russell Gage,Louisiana State,WR,72,186,9.13,33,,4.54,14,37.5,119,4.29,7.14,
2018,Michael Gallup,Colorado State,WR,72.75,205,9.25,31.5,,4.51,10,36,122,4.37,6.95,11.84
2018,Donald Gray,Mississippi State,WR,69.63,204,9.25,32.25,,4.66,15,30.5,115,4.45,7.23,
2018,Davon Grayson,East Carolina (NC),WR,72.75,199,9.38,31.38,,4.51,19,34.5,124,4.44,7.25,
2018,Daesean Hamilton,Penn State,WR,72.63,203,9.38,31,,4.56,15,34.5,118,4.15,6.84,
